032034,岩手県,大船渡市,オオフナトシ,さんまの水揚げ港と碁石海岸がある,
032051,岩手県,花巻市,ハナマキシ,宮沢賢治記念館と花巻温泉がある,
032069,岩手県,北上市,キタカミシ,北上展勝地の桜並木が名所,
032077,岩手県,久慈市,クジシ,琥珀とあまちゃんロケ地で知られる,
032085,岩手県,遠野市,トオノシ,遠野物語とカッパ伝説の里,
032093,岩手県,一関市,イチノセキシ,厳美渓と猊鼻渓の景勝地がある,
032107,岩手県,陸前高田市,リクゼンタカタシ,奇跡の一本松と津波伝承施設がある,
032115,岩手県,釜石市,カマイシシ,釜石大観音とラグビーのまち,
032131,岩手県,二戸市,ニノヘシ,南部せんべいと折爪岳が有名,
032140,岩手県,八幡平市,ハチマンタイシ,八幡平アスピーテラインと温泉郷がある,
032158,岩手県,奥州市,オウシュウシ,えさし藤原の郷と前沢牛が特産,
032166,岩手県,滝沢市,タキザワシ,岩手山の登山口と農業科学館がある,
041009,宮城県,仙台市,センダイシ,仙台七夕まつりと牛たん,
042021,宮城県,石巻市,イシノマキシ,石ノ森萬画館と牡鹿半島がある,
042030,宮城県,塩竈市,シオガマシ,塩竈神社と寿司の名店が集まる,
042056,宮城県,気仙沼市,ケセンヌマシ,気仙沼港とフカヒレの名産地,
042064,宮城県,白石市,シロイシシ,白石城と白石温麺が特産,
042072,宮城県,名取市,ナトリシ,仙台空港とゆりあげ朝市がある,
042081,宮城県,角田市,カクダシ,角田宇宙センターと菜の花畑が有名,
042099,宮城県,多賀城市,タガジョウシ,多賀城跡と東北歴史博物館がある,
042111,宮城県,岩沼市,イワヌマシ,竹駒神社と千年希望の丘がある,
042129,宮城県,登米市,トメシ,登米懐古館と伝統的な武家屋敷街がある,
042137,宮城県,栗原市,クリハラシ,栗駒山と伊豆沼・内沼の渡り鳥観察地,
042145,宮城県,東松島市,ヒガシマツシマシ,航空自衛隊松島基地とブルーインパルスの展示飛行,
042153,宮城県,大崎市,オオサキシ,鳴子温泉郷とこけしの発祥地,
042161,宮城県,富谷市,トミヤシ,富谷宿とブルーベリーの産地,
052019,秋田県,秋田市,アキタシ,秋田竿燈まつりと秋田犬会館がある,
052027,秋田県,能代市,ノシロシ,能代工業バスケと風の松原が有名,
052035,秋田県,横手市,ヨコテシ,横手の雪まつりとかまくらが名物,
052043,秋田県,大館市,オオダテシ,忠犬ハチ公の故郷と比内地鶏が特産,
052060,秋田県,男鹿市,オガシ,男鹿半島とナマハゲが有名,
052078,秋田県,湯沢市,ユザワシ,犬っこまつりと川連漆器の産地,
052094,秋田県,鹿角市,カヅノシ,大湯環状列石と花輪ばやしが有名,
052108,秋田県,由利本荘市,ユリホンジョウシ,本荘ごてんまりと鳥海山の玄関口,
052116,秋田県,潟上市,カタガミシ,ブルーベリーと天王グリーンランドがある,
052124,秋田県,大仙市,ダイセンシ,全国花火競技大会「大曲の花火」の開催地,
052132,秋田県,北秋田市,キタアキタシ,森吉山の樹氷と阿仁スキー場がある,
052141,秋田県,にかほ市,ニカホシ,鳥海山と仁賀保高原が観光地,
052159,秋田県,仙北市,センボクシ,角館の武家屋敷と田沢湖が有名,
062014,山形県,山形市,ヤマガタシ,山形花笠まつりと蔵王温泉が有名,
062022,山形県,米沢市,ヨネザワシ,上杉神社と米沢牛の名産地,
062031,山形県,鶴岡市,ツルオカシ,加茂水族館と庄内映画村がある,
062049,山形県,酒田市,サカタシ,山居倉庫と舞娘茶屋が観光名所,
062057,山形県,新庄市,シンジョウシ,新庄まつりと最上川舟下りが有名,
062065,山形県,寒河江市,サガエシ,寒河江さくらんぼと寒河江八幡宮がある,
062073,山形県,上山市,カミノヤマシ,上山城と上山温泉がある,
062081,山形県,村山市,ムラヤマシ,東沢バラ公園とそば打ち体験が人気,
062090,山形県,長井市,ナガイシ,あやめ公園と長井ダムがある,
062103,山形県,天童市,テンドウシ,将棋駒の生産地と人間将棋イベントが有名,
062111,山形県,東根市,ヒガシネシ,さくらんぼの里として知られる,
062120,山形県,尾花沢市,オバナザワシ,銀山温泉と尾花沢すいかが特産,
062138,山形県,南陽市,ナンヨウシ,赤湯温泉とぶどう・ワインの産地,
072010,福島県,福島市,フクシマシ,飯坂温泉と花見山公園が有名,
072028,福島県,会津若松市,アイヅワカマツシ,鶴ヶ城と白虎隊の歴史がある,
072036,福島県,郡山市,コオリヤマシ,開成山公園と楽都としての音楽文化が特色,
072044,福島県,いわき市,イワキシ,スパリゾートハワイアンズとアクアマリンふくしまがある,
072052,福島県,白河市,シラカワシ,白河小峰城と白河ラーメンが名物,
072079,福島県,須賀川市,スカガワシ,ウルトラマンの聖地と釈迦堂川花火大会が有名,
072087,福島県,喜多方市,キタカタシ,喜多方ラーメンと蔵の街並みで知られる,
072095,福島県,相馬市,ソウマシ,相馬野馬追と相馬港がある,
072109,福島県,二本松市,ニホンマツシ,二本松提灯祭りと霞ヶ城跡が観光地,
072117,福島県,田村市,タムラシ,あぶくま洞と星の村天文台がある,
072125,福島県,南相馬市,ミナミソウマシ,南相馬野馬追と震災復興の拠点都市,
072133,福島県,伊達市,ダテシ,霊山とモモの産地として有名,同名の市が北海道に存在する。
072141,福島県,本宮市,モトミヤシ,安達太良山の登山口と本宮まゆみ祭が特色,
082015,茨城県,水戸市,ミトシ,偕楽園と水戸黄門ゆかりの地,
082023,茨城県,日立市,ヒタチシ,日立製作所創業の地とかみね動物園,
082031,茨城県,土浦市,ツチウラシ,霞ヶ浦とレンコンの名産地,
082040,茨城県,古河市,コガシ,古河公方公園と桃まつりが有名,
082058,茨城県,石岡市,イシオカシ,常陸国総社宮と石岡のおまつり,
082074,茨城県,結城市,ユウキシ,結城紬の産地で国の重要無形文化財,
082082,茨城県,龍ケ崎市,リュウガサキシ,龍ヶ崎コロッケと牛久沼がある,
082104,茨城県,下妻市,シモツマシ,砂沼サンビーチと筑波サーキットがある,
082112,茨城県,常総市,ジョウソウシ,豊田城と鬼怒川の水郷地帯,
082121,茨城県,常陸太田市,ヒタチオオタシ,西山荘と竜神大吊橋が名所,
082147,茨城県,高萩市,タカハギシ,高戸小浜海岸と松岡城跡がある,
082155,茨城県,北茨城市,キタイバラキシ,五浦海岸と岡倉天心記念館がある,
082163,茨城県,笠間市,カサマシ,笠間稲荷神社と笠間焼の産地,
082171,茨城県,取手市,トリデシ,利根川河川敷とアートプロジェクトがある,
082198,茨城県,牛久市,ウシクシ,牛久大仏とワイナリーが有名,
082201,茨城県,つくば市,ツクバシ,筑波大学とつくばエキスポセンターがある,
082210,茨城県,ひたちなか市,ヒタチナカシ,国営ひたち海浜公園とネモフィラが名物,
082228,茨城県,鹿嶋市,カシマシ,鹿島神宮と鹿島アントラーズの本拠地,
082236,茨城県,潮来市,イタコシ,あやめまつりと嫁入り舟が名物,
082244,茨城県,守谷市,モリヤシ,TX沿線の住宅都市で守谷城址がある,
082252,茨城県,常陸大宮市,ヒタチオオミヤシ,御前山と久慈川の自然が豊か,
082261,茨城県,那珂市,ナカシ,ひまわり畑と静峰ふるさと公園の八重桜,
082279,茨城県,筑西市,チクセイシ,しもだて美術館と下館祇園まつり,
082287,茨城県,坂東市,バンドウシ,逆井城跡と岩井将門まつり,
082295,茨城県,稲敷市,イナシキシ,浮島湿原と江戸崎かぼちゃが特産,
082309,茨城県,かすみがうら市,カスミガウラシ,霞ヶ浦とレンコン畑が広がる,
082317,茨城県,桜川市,サクラガワシ,雨引観音と真壁のひなまつり,
082325,茨城県,神栖市,カミスシ,鹿島港と波崎漁港の水産業が盛ん,
082333,茨城県,行方市,ナメガタシ,霞ヶ浦ふれあいランドと行方バーガー,
082341,茨城県,鉾田市,ホコタシ,メロンの生産量日本一と鹿島灘海岸,
082350,茨城県,つくばみらい市,ツクバミライシ,みらい平と小貝川ふれあい公園,
082368,茨城県,小美玉市,オミタマシ,茨城空港と小川の温泉地がある,
092011,栃木県,宇都宮市,ウツノミヤシ,宇都宮餃子と大谷資料館が有名,
092029,栃木県,足利市,アシカガシ,足利学校とあしかがフラワーパークが観光地,
092037,栃木県,栃木市,トチギシ,蔵の街並みと巴波川の舟運が名所,
092045,栃木県,佐野市,サノシ,佐野ラーメンと佐野厄よけ大師が有名,
092053,栃木県,鹿沼市,カヌマシ,鹿沼彫刻屋台とさつき祭りが有名,
092061,栃木県,日光市,ニッコウシ,日光東照宮と華厳の滝が世界的観光地,
092088,栃木県,小山市,オヤマシ,祇園祭と間々田のじゃがまいたが名物,
092096,栃木県,真岡市,モオカシ,真岡鉄道といちごの生産が盛ん,
092100,栃木県,大田原市,オオタワラシ,那須与一ゆかりの地と温泉郷がある,
092118,栃木県,矢板市,ヤイタシ,八方ヶ原とリンゴ狩りが名物,
092134,栃木県,那須塩原市,ナスシオバラシ,塩原温泉郷と千本松牧場が有名,
092142,栃木県,さくら市,サクラシ,喜連川温泉と荒川の桜並木がある,
092151,栃木県,那須烏山市,ナスカラスヤマシ,山あげ祭と那珂川の鮎が名物,
092169,栃木県,下野市,シモツケシ,下野薬師寺跡と天平の丘公園がある,
102016,群馬県,前橋市,マエバシシ,前橋るなぱあくと敷島公園ばら園が有名,
102024,群馬県,高崎市,タカサキシ,だるまと高崎白衣大観音が名所,
102032,群馬県,桐生市,キリュウシ,桐生織とノコギリ屋根工場群がある,
102041,群馬県,伊勢崎市,イセサキシ,伊勢崎もんじゃと華蔵寺公園遊園地がある,
102059,群馬県,太田市,オオタシ,スバルの企業城下町と金山城跡が有名,
102067,群馬県,沼田市,ヌマタシ,吹割の滝と沼田城址公園が観光地,
102075,群馬県,館林市,タテバヤシシ,つつじが岡公園と館林うどんが名物,
102083,群馬県,渋川市,シブカワシ,伊香保温泉と石段街が有名,
102091,群馬県,藤岡市,フジオカシ,鬼石夏まつりと桜山公園の冬桜が見所,
102105,群馬県,富岡市,トミオカシ,世界遺産の富岡製糸場がある,
102113,群馬県,安中市,アンナカシ,碓氷峠鉄道文化むらと眼鏡橋が名所,
102121,群馬県,みどり市,ミドリシ,大間々祇園祭とわたらせ渓谷鐵道が人気,
111007,埼玉県,さいたま市,サイタマシ,鉄道博物館と埼玉スタジアムがある,
112011,埼玉県,川越市,カワゴエシ,小江戸の蔵造り町並みと川越まつりが有名,
112020,埼玉県,熊谷市,クマガヤシ,熊谷うちわ祭と日本一の暑さで知られる,
112038,埼玉県,川口市,カワグチシ,鋳物の町として栄えた工業都市,
112062,埼玉県,行田市,ギヨウダシ,忍城と足袋の産地として有名,
112071,埼玉県,秩父市,チチブシ,秩父夜祭と三峯神社が観光地,
112089,埼玉県,所沢市,トコロザワシ,航空発祥の地と西武園ゆうえんちがある,
112097,埼玉県,飯能市,ハンノウシ,ムーミンバレーパークと名栗湖がある,
112101,埼玉県,加須市,カゾシ,鯉のぼり生産と加須うどんが名物,
112119,埼玉県,本庄市,ホンジヨウシ,本庄早稲田駅と競進社模範蚕室がある,
112127,埼玉県,東松山市,ヒガシマツヤマシ,やきとりの町と箭弓稲荷神社がある,
112143,埼玉県,春日部市,カスカベシ,クレヨンしんちゃんの舞台と藤まつり,
112151,埼玉県,狭山市,サヤマシ,狭山茶の名産地として知られる,
112160,埼玉県,羽生市,ハニユウシ,羽生パーキングエリアとムジナもんが人気,
112178,埼玉県,鴻巣市,コウノスシ,ひな人形の産地とポピー畑が有名,
112186,埼玉県,深谷市,フカヤシ,渋沢栄一の出身地と深谷ネギが特産,
112194,埼玉県,上尾市,アゲオシ,上尾丸山公園と桶川飛行学校跡がある,
112216,埼玉県,草加市,ソウカシ,草加せんべいと旧日光街道がある,
112224,埼玉県,越谷市,コシガヤシ,レイクタウンと越谷だるまが有名,
112232,埼玉県,蕨市,ワラビシ,日本一面積が小さい市で機織りが盛んだった,
112241,埼玉県,戸田市,トダシ,戸田競艇場とボートのまちとして知られる,
112259,埼玉県,入間市,イルマシ,入間航空祭と狭山茶が有名,
112275,埼玉県,朝霞市,アサカシ,陸上自衛隊朝霞駐屯地と和光樹林公園がある,
112283,埼玉県,志木市,シキシ,いろは親水公園と旧村山快哉堂がある,
112291,埼玉県,和光市,ワコウシ,理化学研究所と成増ヶ原古戦場跡がある,
112305,埼玉県,新座市,ニイザシ,平林寺と野火止用水の歴史が残る,
112313,埼玉県,桶川市,オケガワシ,べに花ふるさと館と中山道の宿場町,
112321,埼玉県,久喜市,クキシ,久喜提燈祭りと鷲宮神社が人気,
112330,埼玉県,北本市,キタモトシ,北本トマトカレーと自然観察公園がある,
112348,埼玉県,八潮市,ヤシオシ,工業都市でつくばエクスプレスが通る,
112356,埼玉県,富士見市,フジミシ,ららぽーと富士見とびん沼自然公園がある,
112372,埼玉県,三郷市,ミサトシ,IKEAとららぽーと新三郷がある商業都市,
112381,埼玉県,蓮田市,ハスダシ,蓮田SAと田園風景が広がる住宅地,
112399,埼玉県,坂戸市,サカドシ,坂戸よさこいと大智寺がある,
112402,埼玉県,幸手市,サッテシ,権現堂桜堤とあじさいまつりが有名,
112411,埼玉県,鶴ヶ島市,ツルガシマシ,脚折雨乞と高倉ふるさと館がある,
112429,埼玉県,日高市,ヒダカシ,巾着田の曼珠沙華と高麗神社が名所,
112437,埼玉県,吉川市,ヨシカワシ,なまず料理と吉川美南駅周辺の開発,
112453,埼玉県,ふじみ野市,フジミノシ,イオン大井と旧上福岡市文化施設がある,
112461,埼玉県,白岡市,シラオカシ,白岡八幡宮と梨の生産が盛ん,
121002,千葉県,千葉市,チバシ,幕張メッセと千葉ポートタワーがある,
122025,千葉県,銚子市,チョウシシ,犬吠埼と銚子電鉄が観光名所,
122033,千葉県,市川市,イチカワシ,市川真間と法華経寺の門前町,
122041,千葉県,船橋市,フナバシシ,ふなっしーと船橋競馬場で知られる,
122050,千葉県,館山市,タテヤマシ,館山城と南房総の海水浴地,
122068,千葉県,木更津市,キサラヅシ,三井アウトレットパークとあさりの名産地,
122076,千葉県,松戸市,マツドシ,矢切の渡しと21世紀の森と広場がある,
122084,千葉県,野田市,ノダシ,キッコーマンの本社と醤油の街として有名,
122106,千葉県,茂原市,モバラシ,茂原七夕まつりと蓮沼海浜公園がある,
122114,千葉県,成田市,ナリタシ,成田山新勝寺と成田空港の所在地,
122122,千葉県,佐倉市,サクラシ,国立歴史民俗博物館と佐倉城址公園がある,
122131,千葉県,東金市,トウガネシ,八鶴湖と東金御殿跡がある,
122157,千葉県,旭市,アサヒシ,飯岡灯台と九十九里浜に面した海産地,
122165,千葉県,習志野市,ナラシノシ,谷津干潟と習志野自衛隊がある,
122173,千葉県,柏市,カシワシ,柏の葉キャンパスとサッカーJリーグ柏レイソル,
122181,千葉県,勝浦市,カツウラシ,朝市と勝浦タンタンメンが有名,
122190,千葉県,市原市,イチハラシ,養老渓谷と市原ぞうの国がある,
122203,千葉県,流山市,ナガレヤマシ,つくばエクスプレスと流山本町の白みりん文化,
122211,千葉県,八千代市,ヤチヨシ,京成バラ園とやちよ農業交流センターがある,
122220,千葉県,我孫子市,アビコシ,手賀沼と白樺文学館がある,
122238,千葉県,鴨川市,カモガワシ,鴨川シーワールドと温暖な海岸地帯,
122246,千葉県,鎌ケ谷市,カマガヤシ,ファイターズ鎌ケ谷スタジアムと梨の産地,
122254,千葉県,君津市,キミツシ,亀山湖と久留里の名水が有名,
122262,千葉県,富津市,フッツシ,富津岬と明治百年記念展望塔がある,
122271,千葉県,浦安市,ウラヤスシ,東京ディズニーリゾートと舞浜駅がある,
122289,千葉県,四街道市,ヨツカイドウシ,総合公園とベッドタウン開発が進む,
122297,千葉県,袖ケ浦市,ソデガウラシ,東京ドイツ村と袖ケ浦海浜公園がある,
122301,千葉県,八街市,ヤチマタシ,落花生の生産が盛んな農業都市,
122319,千葉県,印西市,インザイシ,千葉ニュータウンと牧の原公園がある,
122327,千葉県,白井市,シロイシ,白井梨が特産で新興住宅地として発展,
122335,千葉県,富里市,トミサトシ,スイカの名産地と成田空港へのアクセスが良い,
122343,千葉県,南房総市,ミナミボウソウシ,野島崎灯台と道の駅ちくら潮風王国が人気,
122351,千葉県,匝瑳市,ソウサシ,米とネギの生産地で神崎神社がある,
122360,千葉県,香取市,カトリシ,佐原の町並みと香取神宮が有名,
122378,千葉県,山武市,サンムシ,九十九里浜とイチゴの観光農園がある,
122386,千葉県,いすみ市,イスミシ,いすみ鉄道と太東崎の海岸が観光地,
122394,千葉県,大網白里市,オオアミシラサトシ,九十九里海岸と白里海水浴場がある,
132012,東京都,八王子市,ハチオウジシ,高尾山と多摩御陵が有名,
132021,東京都,立川市,タチカワシ,昭和記念公園とIKEA立川がある,
132039,東京都,武蔵野市,ムサシノシ,吉祥寺と井の頭恩賜公園が人気,
132047,東京都,三鷹市,ミタカシ,三鷹の森ジブリ美術館と太宰治旧居がある,
132055,東京都,青梅市,オウメシ,御岳山と昭和レトロ商品博物館が名所,
132063,東京都,府中市,フチュウシ,大國魂神社と東京競馬場がある,同名の市が広島県に存在する。
132071,東京都,昭島市,アキシマシ,モリタウンと多摩川の河川敷公園がある,
132080,東京都,調布市,チョウフシ,深大寺と味の素スタジアムが有名,
132098,東京都,町田市,マチダシ,町田リス園と芹ヶ谷公園がある,
132101,東京都,小金井市,コガネイシ,江戸東京たてもの園と武蔵野公園がある,
132110,東京都,小平市,コダイラシ,玉川上水とブルーベリーの産地,
132128,東京都,日野市,ヒノシ,新選組のふるさとと高幡不動尊がある,
132136,東京都,東村山市,ヒガシムラヤマシ,多摩湖と志村けんの出身地で有名,
132144,東京都,国分寺市,コクブンジシ,武蔵国分寺跡とお鷹の道がある,
132152,東京都,国立市,クニタチシ,一橋大学と桜並木の大学通りが名所,
132187,東京都,福生市,フッサシ,横田基地と福生ベースサイドストリートがある,
132195,東京都,狛江市,コマエシ,多摩川沿いの住宅都市で狛江古墳群がある,
132209,東京都,東大和市,ヒガシヤマトシ,多摩湖と東京都薬用植物園がある,
132217,東京都,清瀬市,キヨセシ,清瀬ひまわりフェスティバルと農業が盛ん,
132225,東京都,東久留米市,ヒガシクルメシ,落合川と竹林公園が名所,
132233,東京都,武蔵村山市,ムサシムラヤマシ,イオンモールと野山北・六道山公園がある,
132241,東京都,多摩市,タマシ,サンリオピューロランドと多摩センターがある,
132250,東京都,稲城市,イナギシ,よみうりランドと梨の特産地として知られる,
132276,東京都,羽村市,ハムラシ,羽村堰とチューリップ畑が有名,
132284,東京都,あきる野市,アキルノシ,秋川渓谷と瀬音の湯が人気,
132292,東京都,西東京市,ニシトウキョウシ,田無神社と多摩六都科学館がある,
141003,神奈川県,横浜市,ヨコハマシ,みなとみらいと中華街が人気の観光地,
141305,神奈川県,川崎市,カワサキシ,川崎大師と工業都市として発展,
141500,神奈川県,相模原市,サガミハラシ,相模湖とJAXA相模原キャンパスがある,
142018,神奈川県,横須賀市,ヨコスカシ,三笠公園と米海軍基地がある軍港の街,
142034,神奈川県,平塚市,ヒラツカシ,湘南ひらつか七夕まつりと湘南ベルマーレの本拠地,
142042,神奈川県,鎌倉市,カマクラシ,鶴岡八幡宮と大仏で知られる古都,
142051,神奈川県,藤沢市,フジサワシ,江の島と湘南海岸が人気観光地,
142069,神奈川県,小田原市,オダワラシ,小田原城とかまぼこが名産,
142077,神奈川県,茅ヶ崎市,チガサキシ,サザンビーチちがさきと烏帽子岩がある,
142085,神奈川県,逗子市,ズシシ,逗子海岸と披露山公園があるリゾート地,
142107,神奈川県,三浦市,ミウラシ,三崎マグロと城ヶ島が有名,
142115,神奈川県,秦野市,ハダノシ,丹沢登山口と秦野盆地湧水群がある,
142123,神奈川県,厚木市,アツギシ,あつぎ鮎まつりと七沢温泉が有名,
142131,神奈川県,大和市,ヤマトシ,引地台公園と鉄道交差点「大和トンネル」がある,
142140,神奈川県,伊勢原市,イセハラシ,大山阿夫利神社と大山登山で知られる,
142158,神奈川県,海老名市,エビナシ,海老名SAとららぽーと海老名がある,
142166,神奈川県,座間市,ザマシ,ひまわり畑とキャンプ座間がある,
142174,神奈川県,南足柄市,ミナミアシガラシ,大雄山最乗寺と足柄森林公園がある,
142182,神奈川県,綾瀬市,アヤセシ,綾瀬市オーエンス文化会館と農産物の直売が盛ん,
151009,新潟県,新潟市,ニイガタシ,信濃川と萬代橋、ぽんしゅ館が有名,
152021,新潟県,長岡市,ナガオカシ,長岡花火大会と米百俵の精神の地,
152048,新潟県,三条市,サンジョウシ,金物の産地で燕三条工場の祭典がある,
152056,新潟県,柏崎市,カシワザキシ,柏崎刈羽原発と海水浴場で知られる,
152064,新潟県,新発田市,シバタシ,新発田城と月岡温泉が観光地,
152081,新潟県,小千谷市,オヂヤシ,錦鯉の発祥地と牛の角突きが伝統,
152099,新潟県,加茂市,カモシ,加茂桐箪笥と青海神社がある,
152102,新潟県,十日町市,トオカマチシ,大地の芸術祭と着物の産地,
152111,新潟県,見附市,ミツケシ,中部産業団地と繊維製品の生産地,
152129,新潟県,村上市,ムラカミシ,村上牛と鮭の酒びたしが特産,
152137,新潟県,燕市,ツバメシ,金属洋食器の世界的産地,
152161,新潟県,糸魚川市,イトイガワシ,ヒスイ海岸とフォッサマグナミュージアムがある,
152170,新潟県,妙高市,ミョウコウシ,妙高高原と赤倉温泉がスキー観光地,
152188,新潟県,五泉市,ゴセンシ,チューリップとニット製品の産地,
152226,新潟県,上越市,ジョウエツシ,春日山城跡と高田城百万人観桜会が有名,
152234,新潟県,阿賀野市,アガノシ,瓢湖の白鳥とやすだ愛情牛乳が名物,
152242,新潟県,佐渡市,サドシ,佐渡金山とトキの保護区がある離島,
152251,新潟県,魚沼市,ウオヌマシ,魚沼産コシヒカリと奥只見湖がある,
152269,新潟県,南魚沼市,ミナミウオヌマシ,八海山とスキーリゾートが人気,
152277,新潟県,胎内市,タイナイシ,胎内スキー場とチューリップフェスティバルがある,
162019,富山県,富山市,トヤマシ,立山黒部アルペンルートの玄関口とガラス美術館がある,
162027,富山県,高岡市,タカオカシ,高岡大仏と銅器・漆器の伝統工芸が有名,
162043,富山県,魚津市,ウオヅシ,蜃気楼と魚津水族館がある,
162051,富山県,氷見市,ヒミシ,氷見寒ブリと藤子不二雄Aゆかりの地,
162060,富山県,滑川市,ナメリカワシ,ホタルイカの発光と滑川ほたるいかミュージアムがある,
162078,富山県,黒部市,クロベシ,黒部峡谷鉄道と宇奈月温泉が観光地,
162086,富山県,砺波市,トナミシ,チューリップフェアと散居村景観で知られる,
162094,富山県,小矢部市,オヤベシ,クロスランドおやべとメルヘン建築が特徴,
162108,富山県,南砺市,ナントシ,世界遺産の五箇山合掌造り集落がある,
162116,富山県,射水市,イミズシ,新湊大橋と白エビが名物,
172014,石川県,金沢市,カナザワシ,兼六園と21世紀美術館がある城下町,
172022,石川県,七尾市,ナナオシ,和倉温泉と青柏祭のデカ山で有名,
172031,石川県,小松市,コマツシ,小松空港と安宅の関がある加賀の町,
172049,石川県,輪島市,ワジマシ,輪島朝市と輪島塗が伝統工芸として有名,
172057,石川県,珠洲市,スズシ,奥能登の塩づくりと見附島が名所,
172065,石川県,加賀市,カガシ,山代・山中・片山津の加賀温泉郷がある,
172073,石川県,羽咋市,ハクイシ,氣多大社とUFOのまちとして知られる,
172090,石川県,かほく市,カホクシ,白尾海水浴場と繊維産業が盛ん,
172103,石川県,白山市,ハクサンシ,白山比咩神社と白山登山口がある,
172111,石川県,能美市,ノミシ,九谷焼と辰口温泉が名物,
172120,石川県,野々市市,ノノイチシ,学園都市として発展し住宅地が多い,
182010,福井県,福井市,フクイシ,福井城跡と恐竜博物館（勝山市に隣接）への玄関口,
182028,福井県,敦賀市,ツルガシ,氣比神宮と日本海さかな街が有名,
182044,福井県,小浜市,オバマシ,若狭塗箸と鯖街道の起点,
182052,福井県,大野市,オオノシ,天空の城「越前大野城」と名水百選のまち,
182061,福井県,勝山市,カツヤマシ,福井県立恐竜博物館とスキージャム勝山がある,
182079,福井県,鯖江市,サバエシ,メガネフレーム生産日本一と西山公園のつつじ,
182087,福井県,あわら市,アワラシ,芦原温泉と東尋坊へのアクセス拠点,
182095,福井県,越前市,エチゼンシ,越前打刃物と越前和紙が伝統産業,
182109,福井県,坂井市,サカイシ,東尋坊と丸岡城が有名,
